0.1,0.001,,,,,,,,
0.1,0.002,,,,,,,,
0.1,0.002,,,,,,,,
0.1,0.002,,,,,,,,
0.1,0.003,,,,,,,,
0.1,0.004,,,,,,,,
0.1,0.004,,,,,K=1,S=2,μ=1,
0.9,0.3,,,,,,,,
0.9,0.3,,,,,,,,
0.9,0.302,,,,,,,,
0.9,0.302,,,,,,,,
0.9,0.302,,,,,,,,
0.9,0.303,,,,,,,,
0.9,0.303,,,,,,,,
0.9,0.304,,,,,,,,
0.9,0.305,,,,,,,,
0.9,0.305,,,,,,,,
0.9,0.306,,,,,,,,
0.9,0.306,,,,,,,,
0.9,0.307,,,,,,,,
0.9,0.307,,,,,,,,
0.9,0.309,,,,,,,,
0.9,0.309,,,,,,,,
0.9,0.31,,,,,,,,
0.9,0.311,,,,,,,,
0.9,0.312,,,,,,,,
0.9,0.313,,,,,,,,
0.9,0.313,,,,,,,,
0.9,0.315,,,,,,,,
0.9,0.315,,,,,,,,
0.9,0.315,,,,,,,,
0.9,0.315,,,,,,,,
0.9,0.316,,,,,,,,
0.9,0.316,,,,,,,,
0.9,0.318,,,,,,,,
0.9,0.319,,,,,,,,
0.9,0.319,,,,,,,,
0.9,0.319,,,,,,,,
0.9,0.32,,,,,,,,
0.9,0.323,,,,,,,,
0.9,0.324,,,,,,,,
0.9,0.324,,,,,,,,
0.9,0.326,,,,,,,,
0.9,0.326,,,,,,,,
0.9,0.328,,,,,,,,
0.9,0.328,,,,,,,,
0.9,0.328,,,,,,,,
0.9,0.329,,,,,,,,
0.9,0.329,,,,,,,,
0.9,0.336,,,,,,,,
0.9,0.336,,,,,,,,
0.9,0.342,,,,,,,,
1,0.299,,,,,,,,
1,0.299,,,,,,,,
1,0.301,,,,,,,,
1,0.301,,,,,,,,
1,0.302,,,,,,,,
1,0.306,,,,,,,,
1,0.306,,,,,,,,
1,0.306,,,,,,,,
1,0.307,,,,,,,,
1,0.308,,,,,,,,
1,0.308,,,,,,,,
1,0.308,,,,,,,,
1,0.309,,,,,,,,
1,0.31,,,,,,,,
1,0.31,,,,,,,,
1,0.311,,,,,,,,
1,0.311,,,,,,,,
1,0.312,,,,,,,,
1,0.312,,,,,,,,
1,0.314,,,,,,,,
1,0.314,,,,,,,,
1,0.315,,,,,,,,
1,0.317,,,,,,,,
1,0.317,,,,,,,,
1,0.317,,,,,,,,
1,0.317,,,,,,,,
1,0.318,,,,,,,,
1,0.318,,,,,,,,
1,0.319,,,,,,,,
1,0.319,,,,,,,,
1,0.32,,,,,,,,
1,0.32,,,,,,,,
1,0.321,,,,,,,,
1,0.321,,,,,,,,
1,0.321,,,,,,,,
1,0.321,,,,,,,,
1,0.321,,,,,,,,
1,0.321,,,,,,,,
1,0.322,,,,,,,,
1,0.323,,,,,,,,
1,0.323,,,,,,,,
1,0.323,,,,,,,,
1,0.324,,,,,,,,
1,0.324,,,,,,,,
1,0.324,,,,,,,,
1,0.324,,,,,,,,
1,0.324,,,,,,,,
1,0.325,,,,,,,,
1,0.325,,,,,,,,
1,0.326,,,,,,,,
1,0.327,,,,,,,,
1,0.327,,,,,,,,
1,0.329,,,,,,,,
1,0.329,,,,,,,,
1,0.333,,,,,,,,
1,0.334,,,,,,,,
1,0.334,,,,,,,,
1,0.334,,,,,,,,
1,0.336,,,,,,,,
1,0.336,,,,,,,,
1,0.337,,,,,,,,
1,0.338,,,,,,,,
1,0.338,,,,,,,,
1,0.339,,,,,,,,
1,0.34,,,,,,,,
1,0.34,,,,,,,,
1,0.34,,,,,,,,
1,0.341,,,,,,,,
1,0.343,,,,,,,,
1,0.344,,,,,,,,
1,0.344,,,,,,,,
1,0.345,,,,,,,,
1,0.346,,,,,,,,
1,0.346,,,,,,,,
1,0.347,,,,,,,,
1,0.347,,,,,,,,
1,0.347,,,,,,,,
1,0.347,,,,,,,,
1,0.348,,,,,,,,
1,0.348,,,,,,,,
1,0.348,,,,,,,,
1,0.349,,,,,,,,
1,0.35,,,,,,,,
1,0.35,,,,,,,,
1,0.351,,,,,,,,
1,0.352,,,,,,,,
1,0.352,,,,,,,,
1,0.353,,,,,,,,
1,0.354,,,,,,,,
1,0.356,,,,,,,,
1,0.356,,,,,,,,
1,0.356,,,,,,,,
1,0.357,,,,,,,,
1,0.36,,,,,,,,
1,0.361,,,,,,,,
1,0.362,,,,,,,,
1,0.363,,,,,,,,
1,0.364,,,,,,,,
1,0.375,,,,,,,,
1,0.382,,,,,,,,
